Species	GeneID_5p	TranscriptID_5p	ProteinID_5p	Strand_5p	ExonID_5p	ExonRegionStart_5p	ExonRegionEnd_5p	ExonRank_5p	cDNA_CodingStart_5p	cDNA_CodingEnd_5p	GenomicCodingStart_5p	GenomicCodingEnd_5p	StartPhase_5p	EndPhase_5p	start	end	strand	motif	total_uq	total_mm	ave_uq	num_exp	name_exp	uq_per_exp	mm_per_exp	GeneID_3p	TranscriptID_3p	ProteinID_3p	Strand_3p	ExonID_3p	ExonRegionStart_3p	ExonRegionEnd_3p	ExonRank_3p	cDNA_CodingStart_3p	cDNA_CodingEnd_3p	GenomicCodingStart_3p	GenomicCodingEnd_3p	StartPhase_3p	EndPhase_3p	chr
homo_sapiens	ENSG00000171773	ENST00000301944	ENSP00000305631	-1	ENSE00001255300	17455425	17455959	2	412	724	17455647	17455959	2	-1	17455960	17460543	2	2	45	0	1.6071428571428572	28	ERR030859,ERR030866,ERR030871,ERR030872,ERR030880,ERR030881,ERR030882,ERR030883,ERR030888,ERR030890,ERR030891,ERR030902,SRR1272186,SRR1377191,SRR1424735,SRR1424738,SRR1424742,SRR1424750,SRR306840,SRR306841,SRR306842,SRR306844,SRR306849,SRR306850,SRR306858,SRR649362,SRR943357,SRR943358	1,4,1,1,2,2,6,3,2,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	ENSG00000171773	ENST00000301944	ENSP00000305631	-1	ENSE00001128044	17460544	17460954	1	86	411	17460544	17460869	-1	2	19
homo_sapiens	ENSG00000171773	ENST00000301944	ENSP00000305631	-1	ENSE00001128044	17460544	17460954	1	86	411	17460544	17460869	-1	2																										19
homo_sapiens																										ENSG00000171773	ENST00000301944	ENSP00000305631	-1	ENSE00001255300	17455425	17455959	2	412	724	17455647	17455959	2	-1	19
gorilla_gorilla	ENSGGOG00000002347	ENSGGOT00000002359	ENSGGOP00000002309	-1	ENSGGOE00000353335	17294383	17294619	3	466	702	17294383	17294619	0	0																										19
gorilla_gorilla	ENSGGOG00000002347	ENSGGOT00000002359	ENSGGOP00000002309	-1	ENSGGOE00000234973	17298623	17298761	2	327	465	17298623	17298761	2	0																										19
gorilla_gorilla	ENSGGOG00000002347	ENSGGOT00000002359	ENSGGOP00000002309	-1	ENSGGOE00000024595	17303351	17303676	1	1	326	17303351	17303676	0	2																										19
gorilla_gorilla																										ENSGGOG00000002347	ENSGGOT00000002359	ENSGGOP00000002309	-1	ENSGGOE00000353335	17294383	17294619	3	466	702	17294383	17294619	0	0	19
gorilla_gorilla																										ENSGGOG00000002347	ENSGGOT00000002359	ENSGGOP00000002309	-1	ENSGGOE00000234973	17298623	17298761	2	327	465	17298623	17298761	2	0	19
gorilla_gorilla																										ENSGGOG00000002347	ENSGGOT00000002359	ENSGGOP00000002309	-1	ENSGGOE00000024595	17303351	17303676	1	1	326	17303351	17303676	0	2	19
monodelphis_domestica	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000299632	431749689	431752254	5	1200	1273	431752181	431752254	1	-1	431752255	431761001	2	2	5	0	1.6666666666666667	3	SRR306755,SRR306756,SRR649379	3,1,1	0,0,0															3
monodelphis_domestica	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000299632	431749689	431752254	5	1200	1273	431752181	431752254	1	-1	431752255	431767594	2	2	1	0	1.0	1	SRR306756	1	0	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000047135	431767595	431767869	4	925	1199	431767595	431767869	2	1	3
monodelphis_domestica	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000299632	431749689	431752254	5	1200	1273	431752181	431752254	1	-1	431752255	431768524	2	2	1	0	1.0	1	SRR649380	1	0	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000047131	431768525	431768892	3	599	924	431768525	431768850	-1	2	3
monodelphis_domestica	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000047135	431767595	431767869	4	925	1199	431767595	431767869	2	1	431767870	431768286	2	2	1	0	1.0	1	SRR649379	1	0															3
monodelphis_domestica	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000047135	431767595	431767869	4	925	1199	431767595	431767869	2	1	431767870	431768524	2	2	41	0	10.25	4	SRR306755,SRR306756,SRR649379,SRR649380	7,8,9,17	0,0,0,0	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000047131	431768525	431768892	3	599	924	431768525	431768850	-1	2	3
monodelphis_domestica	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000047131	431768525	431768892	3	599	924	431768525	431768850	-1	2	431768893	431769437	2	2	2	0	2.0	1	SRR649380	2	0															3
monodelphis_domestica	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000047131	431768525	431768892	3	599	924	431768525	431768850	-1	2	431768893	431770011	2	2	41	0	10.25	4	SRR306755,SRR306756,SRR649379,SRR649380	6,12,13,10	0,0,0,0	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000296007	431770012	431770239	2					-1	-1	3
monodelphis_domestica	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000296007	431770012	431770239	2					-1	-1	431770240	431771741	2	2	3	0	3.0	1	SRR649380	3	0															3
monodelphis_domestica	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000296007	431770012	431770239	2					-1	-1	431770240	431772219	2	2	12	0	4.0	3	SRR306756,SRR649379,SRR649380	3,7,2	0,0,0															3
monodelphis_domestica	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000296007	431770012	431770239	2					-1	-1	431770240	431772299	2	2	3	0	1.5	2	SRR649379,SRR649380	1,2	0,0															3
monodelphis_domestica	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000296007	431770012	431770239	2					-1	-1	431770240	431772311	2	4	175	1	43.75	4	SRR306755,SRR306756,SRR649379,SRR649380	7,15,72,81	0,0,0,1	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000306274	431772312	431772639	1					-1	-1	3
monodelphis_domestica															431761102	431768524	2	2	4	0	2.0	2	SRR306756,SRR649379	3,1	0,0	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000047131	431768525	431768892	3	599	924	431768525	431768850	-1	2	3
monodelphis_domestica															431761907	431762615	2	2	1	0	1.0	1	SRR649380	1	0															3
monodelphis_domestica															431764877	431768524	2	2	1	0	1.0	1	SRR306756	1	0	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000047131	431768525	431768892	3	599	924	431768525	431768850	-1	2	3
monodelphis_domestica															431768610	431770011	2	2	12	0	3.0	4	SRR306755,SRR306756,SRR649379,SRR649380	1,2,2,7	0,0,0,0	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000296007	431770012	431770239	2					-1	-1	3
monodelphis_domestica															431768917	431769069	2	2	2	0	2.0	1	SRR649380	2	0															3
monodelphis_domestica															431768917	431770011	2	2	6	0	2.0	3	SRR306755,SRR649379,SRR649380	2,3,1	0,0,0	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000296007	431770012	431770239	2					-1	-1	3
monodelphis_domestica															431769262	431770011	2	2	1	0	1.0	1	SRR649380	1	0	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000296007	431770012	431770239	2					-1	-1	3
monodelphis_domestica	ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000306274	431772312	431772639	1					-1	-1																										3
monodelphis_domestica																										ENSMODG00000004441	ENSMODT00000005590	ENSMODP00000005472	-1	ENSMODE00000299632	431749689	431752254	5	1200	1273	431752181	431752254	1	-1	3
mus_musculus	ENSMUSG00000034829	ENSMUST00000163659	ENSMUSP00000127094	-1	ENSMUSE00000914521	71560555	71562936	2	349	676	71562609	71562936	2	-1	71562937	71564209	2	2	1	0	1.0	1	SRR649375	1	0															8
mus_musculus	ENSMUSG00000034829	ENSMUST00000048243	ENSMUSP00000039294	-1	ENSMUSE00000348525	71562254	71562936	2	349	676	71562609	71562936	2	-1	71562937	71564209	2	2	1	0	1.0	1	SRR649375	1	0															8
mus_musculus	ENSMUSG00000034829	ENSMUST00000163659	ENSMUSP00000127094	-1	ENSMUSE00000914521	71560555	71562936	2	349	676	71562609	71562936	2	-1	71562937	71566253	2	2	9	0	1.0	9	SRR594399,SRR594401,SRR594409,SRR594418,SRR649371,SRR850576,SRR850578,SRR850585,SRR850586	1,1,1,1,1,1,1,1,1	0,0,0,0,0,0,0,0,0	ENSMUSG00000034829	ENSMUST00000163659	ENSMUSP00000127094	-1	ENSMUSE00000330668	71566254	71566601	1	23	348	71566254	71566579	-1	2	8
mus_musculus	ENSMUSG00000034829	ENSMUST00000163659	ENSMUSP00000127094	-1	ENSMUSE00000914521	71560555	71562936	2	349	676	71562609	71562936	2	-1	71562937	71566253	2	2	9	0	1.0	9	SRR594399,SRR594401,SRR594409,SRR594418,SRR649371,SRR850576,SRR850578,SRR850585,SRR850586	1,1,1,1,1,1,1,1,1	0,0,0,0,0,0,0,0,0	ENSMUSG00000034829	ENSMUST00000048243	ENSMUSP00000039294	-1	ENSMUSE00000330668	71566254	71566601	1	23	348	71566254	71566579	-1	2	8
mus_musculus	ENSMUSG00000034829	ENSMUST00000048243	ENSMUSP00000039294	-1	ENSMUSE00000348525	71562254	71562936	2	349	676	71562609	71562936	2	-1	71562937	71566253	2	2	9	0	1.0	9	SRR594399,SRR594401,SRR594409,SRR594418,SRR649371,SRR850576,SRR850578,SRR850585,SRR850586	1,1,1,1,1,1,1,1,1	0,0,0,0,0,0,0,0,0	ENSMUSG00000034829	ENSMUST00000163659	ENSMUSP00000127094	-1	ENSMUSE00000330668	71566254	71566601	1	23	348	71566254	71566579	-1	2	8
mus_musculus	ENSMUSG00000034829	ENSMUST00000048243	ENSMUSP00000039294	-1	ENSMUSE00000348525	71562254	71562936	2	349	676	71562609	71562936	2	-1	71562937	71566253	2	2	9	0	1.0	9	SRR594399,SRR594401,SRR594409,SRR594418,SRR649371,SRR850576,SRR850578,SRR850585,SRR850586	1,1,1,1,1,1,1,1,1	0,0,0,0,0,0,0,0,0	ENSMUSG00000034829	ENSMUST00000048243	ENSMUSP00000039294	-1	ENSMUSE00000330668	71566254	71566601	1	23	348	71566254	71566579	-1	2	8
mus_musculus															71562520	71562565	2	2	2	0	2.0	1	SRR594396	2	0															8
mus_musculus															71564479	71566253	2	2	1	0	1.0	1	SRR306776	1	0	ENSMUSG00000034829	ENSMUST00000163659	ENSMUSP00000127094	-1	ENSMUSE00000330668	71566254	71566601	1	23	348	71566254	71566579	-1	2	8
mus_musculus															71564479	71566253	2	2	1	0	1.0	1	SRR306776	1	0	ENSMUSG00000034829	ENSMUST00000048243	ENSMUSP00000039294	-1	ENSMUSE00000330668	71566254	71566601	1	23	348	71566254	71566579	-1	2	8
mus_musculus															71565067	71566253	2	2	10	0	3.3333333333333326	3	SRR594401,SRR594418,SRR649375	7,1,2	0,0,0	ENSMUSG00000034829	ENSMUST00000163659	ENSMUSP00000127094	-1	ENSMUSE00000330668	71566254	71566601	1	23	348	71566254	71566579	-1	2	8
mus_musculus															71565067	71566253	2	2	10	0	3.3333333333333326	3	SRR594401,SRR594418,SRR649375	7,1,2	0,0,0	ENSMUSG00000034829	ENSMUST00000048243	ENSMUSP00000039294	-1	ENSMUSE00000330668	71566254	71566601	1	23	348	71566254	71566579	-1	2	8
mus_musculus	ENSMUSG00000034829	ENSMUST00000163659	ENSMUSP00000127094	-1	ENSMUSE00000330668	71566254	71566601	1	23	348	71566254	71566579	-1	2																										8
mus_musculus	ENSMUSG00000034829	ENSMUST00000048243	ENSMUSP00000039294	-1	ENSMUSE00000330668	71566254	71566601	1	23	348	71566254	71566579	-1	2																										8
mus_musculus	ENSMUSG00000034829	ENSMUST00000048243	ENSMUSP00000039294	-1	ENSMUSE00000375694	71560556	71561809	3					-1	-1																										8
mus_musculus																										ENSMUSG00000034829	ENSMUST00000163659	ENSMUSP00000127094	-1	ENSMUSE00000914521	71560555	71562936	2	349	676	71562609	71562936	2	-1	8
mus_musculus																										ENSMUSG00000034829	ENSMUST00000048243	ENSMUSP00000039294	-1	ENSMUSE00000375694	71560556	71561809	3					-1	-1	8
mus_musculus																										ENSMUSG00000034829	ENSMUST00000048243	ENSMUSP00000039294	-1	ENSMUSE00000348525	71562254	71562936	2	349	676	71562609	71562936	2	-1	8
rattus_norvegicus	ENSRNOG00000042658	ENSRNOT00000024434	ENSRNOP00000024434	-1	ENSRNOE00000174874	19992984	19993311	2	327	654	19992984	19993311	2	0	19993312	19994888	2	2	25	0	25.0	1	SRR594436	25	0															16
rattus_norvegicus	ENSRNOG00000042658	ENSRNOT00000024434	ENSRNOP00000024434	-1	ENSRNOE00000174874	19992984	19993311	2	327	654	19992984	19993311	2	0	19993312	19996390	2	2	35	0	5.833333333333332	6	SRR594419,SRR594427,SRR594428,SRR594431,SRR594436,SRR594445	6,6,5,3,11,4	0,0,0,0,0,0	ENSRNOG00000042658	ENSRNOT00000024434	ENSRNOP00000024434	-1	ENSRNOE00000174832	19996391	19996716	1	1	326	19996391	19996716	0	2	16
rattus_norvegicus	ENSRNOG00000042658	ENSRNOT00000024434	ENSRNOP00000024434	-1	ENSRNOE00000174874	19992984	19993311	2	327	654	19992984	19993311	2	0	19993312	19996390	2	2	35	0	5.833333333333332	6	SRR594419,SRR594427,SRR594428,SRR594431,SRR594436,SRR594445	6,6,5,3,11,4	0,0,0,0,0,0	ENSRNOG00000042658	ENSRNOT00000080706	ENSRNOP00000073212	-1	ENSRNOE00000530796	19996391	19996836	1	121	446	19996391	19996716	-1	2	16
rattus_norvegicus	ENSRNOG00000042658	ENSRNOT00000080706	ENSRNOP00000073212	-1	ENSRNOE00000561141	19994838	19995042	2	447	459	19995030	19995042	2	-1	19995043	19996390	2	2	79	0	26.33333333333333	3	SRR594419,SRR594427,SRR594436	2,1,76	0,0,0	ENSRNOG00000042658	ENSRNOT00000024434	ENSRNOP00000024434	-1	ENSRNOE00000174832	19996391	19996716	1	1	326	19996391	19996716	0	2	16
rattus_norvegicus	ENSRNOG00000042658	ENSRNOT00000080706	ENSRNOP00000073212	-1	ENSRNOE00000561141	19994838	19995042	2	447	459	19995030	19995042	2	-1	19995043	19996390	2	2	79	0	26.33333333333333	3	SRR594419,SRR594427,SRR594436	2,1,76	0,0,0	ENSRNOG00000042658	ENSRNOT00000080706	ENSRNOP00000073212	-1	ENSRNOE00000530796	19996391	19996836	1	121	446	19996391	19996716	-1	2	16
rattus_norvegicus															19993558	19994888	2	2	19	0	9.5	2	SRR594427,SRR594436	1,18	0,0															16
rattus_norvegicus															19995308	19996390	2	2	3	0	3.0	1	SRR594436	3	0	ENSRNOG00000042658	ENSRNOT00000024434	ENSRNOP00000024434	-1	ENSRNOE00000174832	19996391	19996716	1	1	326	19996391	19996716	0	2	16
rattus_norvegicus															19995308	19996390	2	2	3	0	3.0	1	SRR594436	3	0	ENSRNOG00000042658	ENSRNOT00000080706	ENSRNOP00000073212	-1	ENSRNOE00000530796	19996391	19996836	1	121	446	19996391	19996716	-1	2	16
rattus_norvegicus															19996264	19996390	2	2	5	0	2.5	2	SRR594427,SRR594436	1,4	0,0	ENSRNOG00000042658	ENSRNOT00000024434	ENSRNOP00000024434	-1	ENSRNOE00000174832	19996391	19996716	1	1	326	19996391	19996716	0	2	16
rattus_norvegicus															19996264	19996390	2	2	5	0	2.5	2	SRR594427,SRR594436	1,4	0,0	ENSRNOG00000042658	ENSRNOT00000080706	ENSRNOP00000073212	-1	ENSRNOE00000530796	19996391	19996836	1	121	446	19996391	19996716	-1	2	16
rattus_norvegicus	ENSRNOG00000042658	ENSRNOT00000024434	ENSRNOP00000024434	-1	ENSRNOE00000174832	19996391	19996716	1	1	326	19996391	19996716	0	2																										16
rattus_norvegicus	ENSRNOG00000042658	ENSRNOT00000080706	ENSRNOP00000073212	-1	ENSRNOE00000530796	19996391	19996836	1	121	446	19996391	19996716	-1	2																										16
rattus_norvegicus																										ENSRNOG00000042658	ENSRNOT00000024434	ENSRNOP00000024434	-1	ENSRNOE00000174874	19992984	19993311	2	327	654	19992984	19993311	2	0	16
rattus_norvegicus																										ENSRNOG00000042658	ENSRNOT00000080706	ENSRNOP00000073212	-1	ENSRNOE00000561141	19994838	19995042	2	447	459	19995030	19995042	2	-1	16
sus_scrofa	ENSSSCG00000040328	ENSSSCT00000065552	ENSSSCP00000048152	1	ENSSSCE00000299691	60244606	60245032	1	102	427	60244707	60245032	-1	2																										2
sus_scrofa	ENSSSCG00000040328	ENSSSCT00000065552	ENSSSCP00000048152	1	ENSSSCE00000374893	60248896	60253586	2	428	746	60248896	60249214	2	-1																										2
sus_scrofa																										ENSSSCG00000040328	ENSSSCT00000065552	ENSSSCP00000048152	1	ENSSSCE00000299691	60244606	60245032	1	102	427	60244707	60245032	-1	2	2
sus_scrofa																										ENSSSCG00000040328	ENSSSCT00000065552	ENSSSCP00000048152	1	ENSSSCE00000374893	60248896	60253586	2	428	746	60248896	60249214	2	-1	2
xenopus_tropicalis	ENSXETG00000020568	ENSXETT00000044438	ENSXETP00000044438	1	ENSXETE00000249349	2261956	2262284	1	1	329	2261956	2262284	0	2	2262285	2266158	1	1	23	0	2.555555555555556	9	SRR489453,SRR489454,SRR489469,SRR489474,SRR489475,SRR489476,SRR489477,SRR489478,SRR943353	4,5,1,1,2,1,5,2,2	0,0,0,0,0,0,0,0,0	ENSXETG00000020568	ENSXETT00000044438	ENSXETP00000044438	1	ENSXETE00000249350	2266159	2266477	2	330	648	2266159	2266477	2	0	GL172785.1
xenopus_tropicalis	ENSXETG00000020568	ENSXETT00000044438	ENSXETP00000044438	1	ENSXETE00000249349	2261956	2262284	1	1	329	2261956	2262284	0	2	2262285	2266213	1	1	1	0	1.0	1	SRR489477	1	0															GL172785.1
xenopus_tropicalis															2262318	2266158	1	1	1	0	1.0	1	SRR489454	1	0	ENSXETG00000020568	ENSXETT00000044438	ENSXETP00000044438	1	ENSXETE00000249350	2266159	2266477	2	330	648	2266159	2266477	2	0	GL172785.1
xenopus_tropicalis															2266058	2266158	1	1	3	0	3.0	1	SRR943353	3	0	ENSXETG00000020568	ENSXETT00000044438	ENSXETP00000044438	1	ENSXETE00000249350	2266159	2266477	2	330	648	2266159	2266477	2	0	GL172785.1
xenopus_tropicalis	ENSXETG00000020568	ENSXETT00000044438	ENSXETP00000044438	1	ENSXETE00000249350	2266159	2266477	2	330	648	2266159	2266477	2	0																										GL172785.1
xenopus_tropicalis																										ENSXETG00000020568	ENSXETT00000044438	ENSXETP00000044438	1	ENSXETE00000249349	2261956	2262284	1	1	329	2261956	2262284	0	2	GL172785.1
