Species	GeneID_5p	TranscriptID_5p	ProteinID_5p	Strand_5p	ExonID_5p	ExonRegionStart_5p	ExonRegionEnd_5p	ExonRank_5p	cDNA_CodingStart_5p	cDNA_CodingEnd_5p	GenomicCodingStart_5p	GenomicCodingEnd_5p	StartPhase_5p	EndPhase_5p	start	end	strand	motif	total_uq	total_mm	ave_uq	num_exp	name_exp	uq_per_exp	mm_per_exp	GeneID_3p	TranscriptID_3p	ProteinID_3p	Strand_3p	ExonID_3p	ExonRegionStart_3p	ExonRegionEnd_3p	ExonRank_3p	cDNA_CodingStart_3p	cDNA_CodingEnd_3p	GenomicCodingStart_3p	GenomicCodingEnd_3p	StartPhase_3p	EndPhase_3p	chr
gorilla_gorilla																										ENSGGOG00000024915	ENSGGOT00000030071	ENSGGOP00000019842	-1	ENSGGOE00000189606	160688183	160691161	1	1	2979	160688183	160691161	0	0	5
macaca_mulatta	ENSMMUG00000013284	ENSMMUT00000018649	ENSMMUP00000017469	-1	ENSMMUE00000128553	175063290	175066331	1	1	3042	175063290	175066331	0	0																										6
macaca_mulatta																										ENSMMUG00000013284	ENSMMUT00000018649	ENSMMUP00000017469	-1	ENSMMUE00000128553	175063290	175066331	1	1	3042	175063290	175066331	0	0	6
monodelphis_domestica	ENSMODG00000005102	ENSMODT00000006412	ENSMODP00000006282	-1	ENSMODE00000054318	381851050	381851907	2	1015	1872	381851050	381851907	0	0																										1
monodelphis_domestica	ENSMODG00000005102	ENSMODT00000006412	ENSMODP00000006282	-1	ENSMODE00000054313	381852406	381853419	1	1	1014	381852406	381853419	0	0																										1
monodelphis_domestica																										ENSMODG00000005102	ENSMODT00000006412	ENSMODP00000006282	-1	ENSMODE00000054318	381851050	381851907	2	1015	1872	381851050	381851907	0	0	1
monodelphis_domestica																										ENSMODG00000005102	ENSMODT00000006412	ENSMODP00000006282	-1	ENSMODE00000054313	381852406	381853419	1	1	1014	381852406	381853419	0	0	1
mus_musculus	ENSMUSG00000069227	ENSMUST00000135343	ENSMUSP00000115539	-1	ENSMUSE00000842935	54736671	54740613	2	460	3258	54737661	54740459	-1	-1	54740614	54742008	2	2	586	11	17.235294117647054	34	ERR032232,ERR032233,ERR032234,ERR032235,ERR032236,ERR032237,SRR306757,SRR306758,SRR306759,SRR306760,SRR306761,SRR306762,SRR306763,SRR306764,SRR306765,SRR496229,SRR496230,SRR496231,SRR579545,SRR579546,SRR594393,SRR594394,SRR594402,SRR594410,SRR594411,SRR636961,SRR636962,SRR636963,SRR649371,SRR649372,SRR652245,SRR652246,SRR652247,SRR850587	19,36,23,16,12,11,18,7,9,8,11,6,23,3,20,2,2,3,58,57,51,0,102,15,1,10,8,11,32,1,2,1,8,0	1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1	ENSMUSG00000069227	ENSMUST00000099506	ENSMUSP00000097106	-1	ENSMUSE00000641915	54742009	54742108	2					-1	-1	13
mus_musculus	ENSMUSG00000069227	ENSMUST00000099506	ENSMUSP00000097106	-1	ENSMUSE00000570959	54736673	54740613	3	355	3153	54737661	54740459	-1	-1	54740614	54742008	2	2	586	11	17.235294117647054	34	ERR032232,ERR032233,ERR032234,ERR032235,ERR032236,ERR032237,SRR306757,SRR306758,SRR306759,SRR306760,SRR306761,SRR306762,SRR306763,SRR306764,SRR306765,SRR496229,SRR496230,SRR496231,SRR579545,SRR579546,SRR594393,SRR594394,SRR594402,SRR594410,SRR594411,SRR636961,SRR636962,SRR636963,SRR649371,SRR649372,SRR652245,SRR652246,SRR652247,SRR850587	19,36,23,16,12,11,18,7,9,8,11,6,23,3,20,2,2,3,58,57,51,0,102,15,1,10,8,11,32,1,2,1,8,0	1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1	ENSMUSG00000069227	ENSMUST00000099506	ENSMUSP00000097106	-1	ENSMUSE00000641915	54742009	54742108	2					-1	-1	13
mus_musculus	ENSMUSG00000069227	ENSMUST00000135343	ENSMUSP00000115539	-1	ENSMUSE00000842935	54736671	54740613	2	460	3258	54737661	54740459	-1	-1	54740614	54748433	2	2	2	0	1.0	2	ERR032237,SRR594402	1,1	0,0															13
mus_musculus	ENSMUSG00000069227	ENSMUST00000099506	ENSMUSP00000097106	-1	ENSMUSE00000570959	54736673	54740613	3	355	3153	54737661	54740459	-1	-1	54740614	54748433	2	2	2	0	1.0	2	ERR032237,SRR594402	1,1	0,0															13
mus_musculus	ENSMUSG00000069227	ENSMUST00000135343	ENSMUSP00000115539	-1	ENSMUSE00000842935	54736671	54740613	2	460	3258	54737661	54740459	-1	-1	54740614	54749569	2	2	1141	1	36.80645161290322	31	ERR032232,ERR032233,ERR032234,ERR032235,ERR032236,ERR032237,SRR306757,SRR306758,SRR306759,SRR306760,SRR306761,SRR306762,SRR306763,SRR306764,SRR306765,SRR496229,SRR496230,SRR496232,SRR579545,SRR579546,SRR594393,SRR594402,SRR594410,SRR636961,SRR636962,SRR636963,SRR649371,SRR652245,SRR652246,SRR652247,SRR850587	32,62,88,28,28,26,17,35,22,31,30,31,33,11,21,2,2,1,172,128,47,178,27,7,10,22,22,5,6,15,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	ENSMUSG00000069227	ENSMUST00000135343	ENSMUSP00000115539	-1	ENSMUSE00000782853	54749570	54749874	1					-1	-1	13
mus_musculus	ENSMUSG00000069227	ENSMUST00000135343	ENSMUSP00000115539	-1	ENSMUSE00000842935	54736671	54740613	2	460	3258	54737661	54740459	-1	-1	54740614	54749569	2	2	1141	1	36.80645161290322	31	ERR032232,ERR032233,ERR032234,ERR032235,ERR032236,ERR032237,SRR306757,SRR306758,SRR306759,SRR306760,SRR306761,SRR306762,SRR306763,SRR306764,SRR306765,SRR496229,SRR496230,SRR496232,SRR579545,SRR579546,SRR594393,SRR594402,SRR594410,SRR636961,SRR636962,SRR636963,SRR649371,SRR652245,SRR652246,SRR652247,SRR850587	32,62,88,28,28,26,17,35,22,31,30,31,33,11,21,2,2,1,172,128,47,178,27,7,10,22,22,5,6,15,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	ENSMUSG00000069227	ENSMUST00000099506	ENSMUSP00000097106	-1	ENSMUSE00000641916	54749570	54749669	1					-1	-1	13
mus_musculus	ENSMUSG00000069227	ENSMUST00000099506	ENSMUSP00000097106	-1	ENSMUSE00000570959	54736673	54740613	3	355	3153	54737661	54740459	-1	-1	54740614	54749569	2	2	1141	1	36.80645161290322	31	ERR032232,ERR032233,ERR032234,ERR032235,ERR032236,ERR032237,SRR306757,SRR306758,SRR306759,SRR306760,SRR306761,SRR306762,SRR306763,SRR306764,SRR306765,SRR496229,SRR496230,SRR496232,SRR579545,SRR579546,SRR594393,SRR594402,SRR594410,SRR636961,SRR636962,SRR636963,SRR649371,SRR652245,SRR652246,SRR652247,SRR850587	32,62,88,28,28,26,17,35,22,31,30,31,33,11,21,2,2,1,172,128,47,178,27,7,10,22,22,5,6,15,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	ENSMUSG00000069227	ENSMUST00000135343	ENSMUSP00000115539	-1	ENSMUSE00000782853	54749570	54749874	1					-1	-1	13
mus_musculus	ENSMUSG00000069227	ENSMUST00000099506	ENSMUSP00000097106	-1	ENSMUSE00000570959	54736673	54740613	3	355	3153	54737661	54740459	-1	-1	54740614	54749569	2	2	1141	1	36.80645161290322	31	ERR032232,ERR032233,ERR032234,ERR032235,ERR032236,ERR032237,SRR306757,SRR306758,SRR306759,SRR306760,SRR306761,SRR306762,SRR306763,SRR306764,SRR306765,SRR496229,SRR496230,SRR496232,SRR579545,SRR579546,SRR594393,SRR594402,SRR594410,SRR636961,SRR636962,SRR636963,SRR649371,SRR652245,SRR652246,SRR652247,SRR850587	32,62,88,28,28,26,17,35,22,31,30,31,33,11,21,2,2,1,172,128,47,178,27,7,10,22,22,5,6,15,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	ENSMUSG00000069227	ENSMUST00000099506	ENSMUSP00000097106	-1	ENSMUSE00000641916	54749570	54749669	1					-1	-1	13
mus_musculus	ENSMUSG00000069227	ENSMUST00000099506	ENSMUSP00000097106	-1	ENSMUSE00000641915	54742009	54742108	2					-1	-1	54742109	54745663	2	2	5	0	1.6666666666666667	3	SRR594402,SRR649371,SRR652246	2,2,1	0,0,0															13
mus_musculus	ENSMUSG00000069227	ENSMUST00000099506	ENSMUSP00000097106	-1	ENSMUSE00000641915	54742009	54742108	2					-1	-1	54742109	54748433	2	2	2	0	2.0	1	SRR594402	2	0															13
mus_musculus	ENSMUSG00000069227	ENSMUST00000099506	ENSMUSP00000097106	-1	ENSMUSE00000641915	54742009	54742108	2					-1	-1	54742109	54749569	2	2	399	1	12.46875	32	ERR032218,ERR032232,ERR032233,ERR032234,ERR032235,ERR032236,ERR032237,SRR306757,SRR306758,SRR306759,SRR306760,SRR306761,SRR306762,SRR306763,SRR306764,SRR306765,SRR496229,SRR496230,SRR496231,SRR496232,SRR579545,SRR579546,SRR594393,SRR594402,SRR594410,SRR636961,SRR636962,SRR636963,SRR649371,SRR652245,SRR652246,SRR652247	1,19,8,19,10,17,11,7,11,3,14,8,4,18,2,9,6,8,4,3,55,39,22,50,11,6,3,8,11,2,4,6	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	ENSMUSG00000069227	ENSMUST00000135343	ENSMUSP00000115539	-1	ENSMUSE00000782853	54749570	54749874	1					-1	-1	13
mus_musculus	ENSMUSG00000069227	ENSMUST00000099506	ENSMUSP00000097106	-1	ENSMUSE00000641915	54742009	54742108	2					-1	-1	54742109	54749569	2	2	399	1	12.46875	32	ERR032218,ERR032232,ERR032233,ERR032234,ERR032235,ERR032236,ERR032237,SRR306757,SRR306758,SRR306759,SRR306760,SRR306761,SRR306762,SRR306763,SRR306764,SRR306765,SRR496229,SRR496230,SRR496231,SRR496232,SRR579545,SRR579546,SRR594393,SRR594402,SRR594410,SRR636961,SRR636962,SRR636963,SRR649371,SRR652245,SRR652246,SRR652247	1,19,8,19,10,17,11,7,11,3,14,8,4,18,2,9,6,8,4,3,55,39,22,50,11,6,3,8,11,2,4,6	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	ENSMUSG00000069227	ENSMUST00000099506	ENSMUSP00000097106	-1	ENSMUSE00000641916	54749570	54749669	1					-1	-1	13
mus_musculus															54737152	54737191	2	2	1	0	1.0	1	SRR652247	1	0															13
mus_musculus															54737208	54737341	2	4	3	0	1.5	2	ERR032233,SRR649371	2,1	0,0															13
mus_musculus															54738222	54749460	2	4	0	1	0.0	1	SRR496224	0	1															13
mus_musculus															54738261	54748733	2	2	0	2	0.0	2	SRR306759,SRR306762	0,0	1,1															13
mus_musculus															54738990	54740120	2	4	27	0	13.5	2	SRR579545,SRR579546	12,15	0,0															13
mus_musculus															54745723	54749569	2	2	2	0	1.0	2	SRR594402,SRR636963	1,1	0,0	ENSMUSG00000069227	ENSMUST00000135343	ENSMUSP00000115539	-1	ENSMUSE00000782853	54749570	54749874	1					-1	-1	13
mus_musculus															54745723	54749569	2	2	2	0	1.0	2	SRR594402,SRR636963	1,1	0,0	ENSMUSG00000069227	ENSMUST00000099506	ENSMUSP00000097106	-1	ENSMUSE00000641916	54749570	54749669	1					-1	-1	13
mus_musculus															54748493	54749569	2	2	4	0	1.333333333333333	3	ERR032234,SRR306759,SRR594402	1,1,2	0,0,0	ENSMUSG00000069227	ENSMUST00000135343	ENSMUSP00000115539	-1	ENSMUSE00000782853	54749570	54749874	1					-1	-1	13
mus_musculus															54748493	54749569	2	2	4	0	1.333333333333333	3	ERR032234,SRR306759,SRR594402	1,1,2	0,0,0	ENSMUSG00000069227	ENSMUST00000099506	ENSMUSP00000097106	-1	ENSMUSE00000641916	54749570	54749669	1					-1	-1	13
mus_musculus	ENSMUSG00000069227	ENSMUST00000135343	ENSMUSP00000115539	-1	ENSMUSE00000782853	54749570	54749874	1					-1	-1																										13
mus_musculus	ENSMUSG00000069227	ENSMUST00000099506	ENSMUSP00000097106	-1	ENSMUSE00000641916	54749570	54749669	1					-1	-1																										13
mus_musculus																										ENSMUSG00000069227	ENSMUST00000135343	ENSMUSP00000115539	-1	ENSMUSE00000842935	54736671	54740613	2	460	3258	54737661	54740459	-1	-1	13
mus_musculus																										ENSMUSG00000069227	ENSMUST00000099506	ENSMUSP00000097106	-1	ENSMUSE00000570959	54736673	54740613	3	355	3153	54737661	54740459	-1	-1	13
sus_scrofa															81316037	81316417	1	1	2	0	2.0	1	SRR636974	2	0															2
sus_scrofa	ENSSSCG00000014054	ENSSSCT00000015353	ENSSSCP00000014945	1	ENSSSCE00000122667	81315368	81318382	1	1	3015	81315368	81318382	0	0																										2
sus_scrofa																										ENSSSCG00000014054	ENSSSCT00000015353	ENSSSCP00000014945	1	ENSSSCE00000122667	81315368	81318382	1	1	3015	81315368	81318382	0	0	2
